country	subset	label	treatment	block	legume	richness	date (additional dates below!)	species	species name	Biomass (g dryweight)	Individuals survived (at least partly green) (#)	timing	remark
BG	invader	C-4di	C	1	1	3	05.06.2014	i	Senecio inaequidens	4,1		pre	4di
BG	invader	C-4di	C	1	1	3	16.09.2014	4	Holcus lanatus	24	6	post	4di
BG	invader	C-4di	C	1	1	3	16.09.2014	d	Trifolium pratense	10,6	6	post	4di
BG	invader	C-4di	C	1	1	3	16.09.2014	i	Senecio inaequidens	0,0001	0	post	4di
BG	invader	C-4di	D	2	1	3	15.10.2014	4	Holcus lanatus	0		end	4di
BG	invader	C-4di	D	2	1	3	15.10.2014	d	Trifolium pratense	0		end	4di
BG	invader	C-4di	D	2	1	3	15.10.2014	i	Senecio inaequidens	0		end	4di
BG	invader	C-4di	C	1	1	3	15.10.2014	4	Holcus lanatus	0		end	4di
BG	invader	C-4di	C	1	1	3	15.10.2014	d	Trifolium pratense	0		end	4di
BG	invader	C-4di	C	1	1	3	15.10.2014	i	Senecio inaequidens	0		end	4di
BG	invader	C-4di	D	2	1	3	22.06.2015	4	Holcus lanatus	26,1		res	4di
BG	invader	C-4di	D	2	1	3	22.06.2015	d	Trifolium pratense	4,2		res	4di
BG	invader	C-4di	D	2	1	3	22.06.2015	i	Senecio inaequidens	1,9		res	4di
BG	invader	C-4di	C	1	1	3	20.06.2015	4	Holcus lanatus	26,6		res	4di
BG	invader	C-4di	C	1	1	3	20.06.2015	d	Trifolium pratense	4,8		res	4di
BG	invader	C-4di	C	1	1	3	20.06.2015	i	Senecio inaequidens	0		res	4di
BG	species	C-567	C	1	0	3	05.06.2014	5	Lactuca saligna	0,01		pre	567
BG	species	C-567	C	1	0	3	05.06.2014	6	Prunella vulgaris	1		pre	567
BG	species	C-567	C	1	0	3	05.06.2014	7	Plantago lanceolata	3,2		pre	567
BG	species	C-567	C	1	0	3	16.09.2014	5	Lactuca saligna	13,8	6	post	567
BG	species	C-567	C	1	0	3	16.09.2014	6	Prunella vulgaris	4,4	6	post	567
BG	species	C-567	C	1	0	3	16.09.2014	7	Plantago lanceolata	23,7	6	post	567
BG	species	C-567	C	1	0	3	15.10.2014	5	Lactuca saligna	0		end	567
BG	species	C-567	C	1	0	3	15.10.2014	6	Prunella vulgaris	0		end	567
BG	species	C-567	C	1	0	3	15.10.2014	7	Plantago lanceolata	0		end	567
BG	species	C-567	C	1	0	3	20.06.2015	5	Lactuca saligna	0		res	567
BG	species	C-567	C	1	0	3	20.06.2015	6	Prunella vulgaris	8,5		res	567
BG	species	C-567	C	1	0	3	20.06.2015	7	Plantago lanceolata	6		res	567
BG	species	C-567abc	C	1	1	6	05.06.2014	5	Lactuca saligna	0,01		pre	567abc
BG	species	C-567abc	C	1	1	6	05.06.2014	6	Prunella vulgaris	1,2		pre	567abc
BG	species	C-567abc	C	1	1	6	05.06.2014	7	Plantago lanceolata	1,5		pre	567abc
BG	species	C-567abc	C	1	1	6	05.06.2014	a	Lotus corniculatus	0,6		pre	567abc
BG	species	C-567abc	C	1	1	6	05.06.2014	b	Vicia grandiflora	1,6		pre	567abc
BG	species	C-567abc	C	1	1	6	05.06.2014	c	Medicago lupulina	0,7		pre	567abc
BG	species	C-567abc	C	1	1	6	16.09.2014	5	Lactuca saligna	18	2	post	567abc
BG	species	C-567abc	C	1	1	6	16.09.2014	6	Prunella vulgaris	9,4	3	post	567abc
BG	species	C-567abc	C	1	1	6	16.09.2014	7	Plantago lanceolata	10,2	3	post	567abc
BG	species	C-567abc	C	1	1	6	16.09.2014	a	Lotus corniculatus	16,9	3	post	567abc
BG	species	C-567abc	C	1	1	6	16.09.2014	b	Vicia grandiflora	0,0001	0	post	567abc
BG	species	C-567abc	C	1	1	6	16.09.2014	c	Medicago lupulina	0,8	3	post	567abc
BG	species	C-567abc	C	1	1	6	15.10.2014	5	Lactuca saligna	0		end	567abc
BG	species	C-567abc	C	1	1	6	15.10.2014	6	Prunella vulgaris	0		end	567abc
BG	species	C-567abc	C	1	1	6	15.10.2014	7	Plantago lanceolata	0		end	567abc
BG	species	C-567abc	C	1	1	6	15.10.2014	a	Lotus corniculatus	0		end	567abc
BG	species	C-567abc	C	1	1	6	15.10.2014	b	Vicia grandiflora	0		end	567abc
BG	species	C-567abc	C	1	1	6	15.10.2014	c	Medicago lupulina	0		end	567abc
BG	species	C-567abc	C	1	1	6	20.06.2015	5	Lactuca saligna	0		res	567abc
BG	species	C-567abc	C	1	1	6	20.06.2015	6	Prunella vulgaris	9,5		res	567abc
BG	species	C-567abc	C	1	1	6	20.06.2015	7	Plantago lanceolata	5,4		res	567abc
BG	species	C-567abc	C	1	1	6	20.06.2015	a	Lotus corniculatus	15		res	567abc
BG	species	C-567abc	C	1	1	6	20.06.2015	b	Vicia grandiflora	0		res	567abc
BG	species	C-567abc	C	1	1	6	20.06.2015	c	Medicago lupulina	0		res	567abc
BG	invader	C-56abci	C	4	1	6	05.06.2014	5	Lactuca saligna	0,4		pre	
BG	invader	C-56abci	C	4	1	6	05.06.2014	6	Prunella vulgaris	0,4		pre	
BG	invader	C-56abci	C	4	1	6	05.06.2014	a	Lotus corniculatus	1,9		pre	
BG	invader	C-56abci	C	4	1	6	05.06.2014	b	Vicia grandiflora	1,3		pre	
BG	invader	C-56abci	C	4	1	6	05.06.2014	c	Medicago lupulina	2		pre	
BG	invader	C-56abci	C	4	1	6	05.06.2014	i	Senecio inaequidens	0,9		pre	
BG	invader	C-56abci	C	4	1	6	16.09.2014	5	Lactuca saligna	9	3	post	
BG	invader	C-56abci	C	4	1	6	16.09.2014	6	Prunella vulgaris	1,7	3	post	
BG	invader	C-56abci	C	4	1	6	16.09.2014	a	Lotus corniculatus	10,8	2	post	
BG	invader	C-56abci	C	4	1	6	16.09.2014	b	Vicia grandiflora	0,0001	0	post	
BG	invader	C-56abci	C	4	1	6	16.09.2014	c	Medicago lupulina	5,7	3	post	
BG	invader	C-56abci	C	4	1	6	16.09.2014	i	Senecio inaequidens	17,4	3	post	
BG	invader	C-56abci	C	4	1	6	15.10.2014	5	Lactuca saligna	0		end	
BG	invader	C-56abci	C	4	1	6	15.10.2014	6	Prunella vulgaris	0		end	
BG	invader	C-56abci	C	4	1	6	15.10.2014	a	Lotus corniculatus	0		end	
BG	invader	C-56abci	C	4	1	6	15.10.2014	b	Vicia grandiflora	0		end	
BG	invader	C-56abci	C	4	1	6	15.10.2014	c	Medicago lupulina	0		end	
BG	invader	C-56abci	C	4	1	6	15.10.2014	i	Senecio inaequidens	0		end	
BG	invader	C-56abci	C	4	1	6	23.06.2015	5	Lactuca saligna	0		res	
BG	invader	C-56abci	C	4	1	6	23.06.2015	6	Prunella vulgaris	7		res	
BG	invader	C-56abci	C	4	1	6	23.06.2015	a	Lotus corniculatus	27,1		res	
BG	invader	C-56abci	C	4	1	6	23.06.2015	b	Vicia grandiflora	0		res	
BG	invader	C-56abci	C	4	1	6	23.06.2015	c	Medicago lupulina	2		res	
BG	invader	C-56abci	C	4	1	6	23.06.2015	i	Senecio inaequidens	0		res	
BG	invader	C-56i	C	1	0	3	05.06.2014	5	Lactuca saligna	0,0001		pre	56i
BG	invader	C-56i	C	1	0	3	05.06.2014	6	Prunella vulgaris	0,1		pre	56i
BG	invader	C-56i	C	1	0	3	05.06.2014	i	Senecio inaequidens	2,9		pre	56i
BG	invader	C-56i	C	1	0	3	16.09.2014	5	Lactuca saligna	12,6	6	post	56i
BG	invader	C-56i	C	1	0	3	16.09.2014	6	Prunella vulgaris	8,9	6	post	56i
BG	invader	C-56i	C	1	0	3	16.09.2014	i	Senecio inaequidens	37,2	6	post	56i
BG	invader	C-56i	C	1	0	3	15.10.2014	5	Lactuca saligna	0		end	56i
BG	invader	C-56i	C	1	0	3	15.10.2014	6	Prunella vulgaris	0		end	56i
BG	invader	C-56i	C	1	0	3	15.10.2014	i	Senecio inaequidens	0		end	56i
BG	invader	C-56i	C	1	0	3	20.06.2015	5	Lactuca saligna	0		res	56i
BG	invader	C-56i	C	1	0	3	20.06.2015	6	Prunella vulgaris	22,1		res	56i
BG	invader	C-56i	C	1	0	3	20.06.2015	i	Senecio inaequidens	3,3		res	56i
BG	species	C-5ad	C	1	1	3	05.06.2014	5	Lactuca saligna	0,2		pre	5ad
BG	species	C-5ad	C	1	1	3	05.06.2014	a	Lotus corniculatus	0,9		pre	5ad
BG	species	C-5ad	C	1	1	3	05.06.2014	d	Trifolium pratense	3,5		pre	5ad
BG	species	C-5ad	C	1	1	3	16.09.2014	5	Lactuca saligna	44,3	6	post	5ad
BG	species	C-5ad	C	1	1	3	16.09.2014	a	Lotus corniculatus	9,6	6	post	5ad
BG	species	C-5ad	C	1	1	3	16.09.2014	d	Trifolium pratense	14,4	6	post	5ad
BG	species	C-5ad	C	1	1	3	15.10.2014	5	Lactuca saligna	0		end	5ad
BG	species	C-5ad	C	1	1	3	15.10.2014	a	Lotus corniculatus	0		end	5ad
BG	species	C-5ad	C	1	1	3	15.10.2014	d	Trifolium pratense	0		end	5ad
BG	species	C-5ad	C	1	1	3	20.06.2015	5	Lactuca saligna	0		res	5ad
BG	species	C-5ad	C	1	1	3	20.06.2015	a	Lotus corniculatus	18,7		res	5ad
BG	species	C-5ad	C	1	1	3	20.06.2015	d	Trifolium pratense	7,6		res	5ad
BG	species	C-6	C	1	0	1	05.06.2014	6	Prunella vulgaris	11,1		pre	
BG	species	C-6	C	1	0	1	16.09.2014	6	Prunella vulgaris	75,2	18	post	
BG	species	C-6	C	1	0	1	15.10.2014	6	Prunella vulgaris	0		end	
BG	species	C-6	C	1	0	1	20.06.2015	6	Prunella vulgaris	27,1		res	
BG	invader	C-68j	C	1	1	3	05.06.2014	6	Prunella vulgaris	3		pre	68j
BG	invader	C-68j	C	1	1	3	05.06.2014	8	Sanguisorba officinalis	1,8		pre	68j
BG	invader	C-68j	C	1	1	3	05.06.2014	j	Lupinus polyphyllus	1,8		pre	68j
BG	invader	C-68j	C	1	1	3	16.09.2014	6	Prunella vulgaris	24,3	6	post	68j
BG	invader	C-68j	C	1	1	3	16.09.2014	8	Sanguisorba officinalis	3,6	6	post	68j
BG	invader	C-68j	C	1	1	3	16.09.2014	j	Lupinus polyphyllus	10,4	1	post	68j
BG	invader	C-68j	C	1	1	3	15.10.2014	6	Prunella vulgaris	0		end	68j
BG	invader	C-68j	C	1	1	3	15.10.2014	8	Sanguisorba officinalis	0		end	68j
BG	invader	C-68j	C	1	1	3	15.10.2014	j	Lupinus polyphyllus	0		end	68j
BG	invader	C-68j	C	1	1	3	20.06.2015	6	Prunella vulgaris	23,2		res	68j
BG	invader	C-68j	C	1	1	3	20.06.2015	8	Sanguisorba officinalis	4,2		res	68j
BG	invader	C-68j	C	1	1	3	20.06.2015	j	Lupinus polyphyllus	0,4		res	68j
BG	invader	C-6aj	C	4	1	3	05.06.2014	6	Prunella vulgaris	5		pre	6aj
BG	invader	C-6aj	C	4	1	3	05.06.2014	a	Lotus corniculatus	0,01		pre	6aj
BG	invader	C-6aj	C	4	1	3	05.06.2014	j	Lupinus polyphyllus	1		pre	6aj
BG	invader	C-6aj	C	4	1	3	16.09.2014	6	Prunella vulgaris	18,1	6	post	6aj
BG	invader	C-6aj	C	4	1	3	16.09.2014	a	Lotus corniculatus	5,9	6	post	6aj
BG	invader	C-6aj	C	4	1	3	16.09.2014	j	Lupinus polyphyllus	2,6	5	post	6aj
BG	invader	C-6aj	C	4	1	3	15.10.2014	6	Prunella vulgaris	0		end	6aj
BG	invader	C-6aj	C	4	1	3	15.10.2014	a	Lotus corniculatus	0		end	6aj
BG	invader	C-6aj	C	4	1	3	15.10.2014	j	Lupinus polyphyllus	0		end	6aj
BG	invader	C-6aj	C	4	1	3	23.06.2015	6	Prunella vulgaris	13,7		res	6aj
BG	invader	C-6aj	C	4	1	3	23.06.2015	a	Lotus corniculatus	31,3		res	6aj
BG	invader	C-6aj	C	4	1	3	23.06.2015	j	Lupinus polyphyllus	3,6		res	6aj
BG	species	C-7	C	1	0	1	05.06.2014	7	Plantago lanceolata	10,2		pre	
BG	species	C-7	C	1	0	1	16.09.2014	7	Plantago lanceolata	27,3	18	post	
BG	species	C-7	C	1	0	1	15.10.2014	7	Plantago lanceolata	0		end	
BG	species	C-7	C	1	0	1	20.06.2015	7	Plantago lanceolata	18,1		res	
BG	invader	C-7cj	C	4	1	3	05.06.2014	7	Plantago lanceolata	0,01		pre	7cj
BG	invader	C-7cj	C	4	1	3	05.06.2014	c	Medicago lupulina	1,6		pre	7cj
BG	invader	C-7cj	C	4	1	3	05.06.2014	j	Lupinus polyphyllus	2,7		pre	7cj
BG	invader	C-7cj	C	4	1	3	16.09.2014	7	Plantago lanceolata	14,6	6	post	7cj
BG	invader	C-7cj	C	4	1	3	16.09.2014	c	Medicago lupulina	2,6	5	post	7cj
BG	invader	C-7cj	C	4	1	3	16.09.2014	j	Lupinus polyphyllus	12,3	6	post	7cj
BG	invader	C-7cj	C	4	1	3	15.10.2014	7	Plantago lanceolata	0		end	7cj
BG	invader	C-7cj	C	4	1	3	15.10.2014	c	Medicago lupulina	0		end	7cj
BG	invader	C-7cj	C	4	1	3	15.10.2014	j	Lupinus polyphyllus	0		end	7cj
BG	invader	C-7cj	C	4	1	3	23.06.2015	7	Plantago lanceolata	4,3		res	7cj
BG	invader	C-7cj	C	4	1	3	23.06.2015	c	Medicago lupulina	0		res	7cj
BG	invader	C-7cj	C	4	1	3	23.06.2015	j	Lupinus polyphyllus	19,2		res	7cj
BG	species	C-8	C	1	0	1	05.06.2014	8	Sanguisorba officinalis			pre	
BG	species	C-8	C	1	0	1	16.09.2014	8	Sanguisorba officinalis	16,9	14	post	
BG	species	C-8	C	1	0	1	15.10.2014	8	Sanguisorba officinalis	0		end	
BG	species	C-8	C	1	0	1	20.06.2015	8	Sanguisorba officinalis			res	
BG	invader	C-8bi	C	4	1	3	05.06.2014	8	Sanguisorba officinalis	0,8		pre	8bi
BG	invader	C-8bi	C	4	1	3	05.06.2014	b	Vicia grandiflora	3,7		pre	8bi
BG	invader	C-8bi	C	4	1	3	05.06.2014	i	Senecio inaequidens	3,5		pre	8bi
BG	invader	C-8bi	C	4	1	3	16.09.2014	8	Sanguisorba officinalis	0,6	4	post	8bi
BG	invader	C-8bi	C	4	1	3	16.09.2014	b	Vicia grandiflora	0,01	2	post	8bi
BG	invader	C-8bi	C	4	1	3	16.09.2014	i	Senecio inaequidens	79,1	6	post	8bi
BG	invader	C-8bi	C	4	1	3	15.10.2014	8	Sanguisorba officinalis	0		end	8bi
BG	invader	C-8bi	C	4	1	3	15.10.2014	b	Vicia grandiflora	0		end	8bi
BG	invader	C-8bi	C	4	1	3	15.10.2014	i	Senecio inaequidens	0		end	8bi
BG	invader	C-8bi	C	4	1	3	23.06.2015	8	Sanguisorba officinalis	0,3		res	8bi
BG	invader	C-8bi	C	4	1	3	23.06.2015	b	Vicia grandiflora	0		res	8bi
BG	invader	C-8bi	C	4	1	3	23.06.2015	i	Senecio inaequidens	20,4		res	8bi
BG	invader	C-8ci	C	1	1	3	05.06.2014	8	Sanguisorba officinalis	0,5		pre	8ci
BG	invader	C-8ci	C	1	1	3	05.06.2014	c	Medicago lupulina	0,4		pre	8ci
BG	invader	C-8ci	C	1	1	3	05.06.2014	i	Senecio inaequidens	5,2		pre	8ci
BG	invader	C-8ci	C	1	1	3	16.09.2014	8	Sanguisorba officinalis	2,5	5	post	8ci
BG	invader	C-8ci	C	1	1	3	16.09.2014	c	Medicago lupulina	0,9	6	post	8ci
BG	invader	C-8ci	C	1	1	3	16.09.2014	i	Senecio inaequidens	123,8	6	post	8ci
BG	invader	C-8ci	C	1	1	3	15.10.2014	8	Sanguisorba officinalis	0		end	8ci
BG	invader	C-8ci	C	1	1	3	15.10.2014	c	Medicago lupulina	0		end	8ci
BG	invader	C-8ci	C	1	1	3	15.10.2014	i	Senecio inaequidens	0		end	8ci
BG	invader	C-8ci	C	1	1	3	20.06.2015	8	Sanguisorba officinalis	11,2		res	8ci
BG	invader	C-8ci	C	1	1	3	20.06.2015	c	Medicago lupulina	0		res	8ci
BG	invader	C-8ci	C	1	1	3	20.06.2015	i	Senecio inaequidens	16,1		res	8ci
BG	species	C-a	C	1	1	1	05.06.2014	a	Lotus corniculatus	0,01		pre	
BG	species	C-a	C	1	1	1	16.09.2014	a	Lotus corniculatus	81,8	18	post	
BG	species	C-a	C	1	1	1	15.10.2014	a	Lotus corniculatus	0		end	
BG	species	C-a	C	1	1	1	20.06.2015	a	Lotus corniculatus	27,7		res	
BG	species	C-abc	C	1	1	3	05.06.2014	a	Lotus corniculatus	0,9		pre	abc
BG	species	C-abc	C	1	1	3	05.06.2014	b	Vicia grandiflora	2,7		pre	abc
BG	species	C-abc	C	1	1	3	05.06.2014	c	Medicago lupulina	1,5		pre	abc
BG	species	C-abc	C	1	1	3	16.09.2014	a	Lotus corniculatus	37,3	6	post	abc
BG	species	C-abc	C	1	1	3	16.09.2014	b	Vicia grandiflora	0,5	1	post	abc
BG	species	C-abc	C	1	1	3	16.09.2014	c	Medicago lupulina	3,7	6	post	abc
BG	species	C-abc	C	1	1	3	15.10.2014	a	Lotus corniculatus	0		end	abc
BG	species	C-abc	C	1	1	3	15.10.2014	b	Vicia grandiflora	0		end	abc
BG	species	C-abc	C	1	1	3	15.10.2014	c	Medicago lupulina	0		end	abc
BG	species	C-abc	C	1	1	3	20.06.2015	a	Lotus corniculatus	42,4		res	abc
BG	species	C-abc	C	1	1	3	20.06.2015	b	Vicia grandiflora	0		res	abc
BG	species	C-abc	C	1	1	3	20.06.2015	c	Medicago lupulina	0		res	abc
BG	invader	C-abj	C	1	1	3	05.06.2014	a	Lotus corniculatus	2		pre	abj
BG	invader	C-abj	C	1	1	3	05.06.2014	b	Vicia grandiflora	0,5		pre	abj
BG	invader	C-abj	C	1	1	3	05.06.2014	j	Lupinus polyphyllus	0,01		pre	abj
BG	invader	C-abj	C	1	1	3	16.09.2014	a	Lotus corniculatus	24,8	6	post	abj
BG	invader	C-abj	C	1	1	3	16.09.2014	b	Vicia grandiflora	0,0001	0	post	abj
BG	invader	C-abj	C	1	1	3	16.09.2014	j	Lupinus polyphyllus	4,1	4	post	abj
BG	invader	C-abj	C	1	1	3	15.10.2014	a	Lotus corniculatus	0		end	abj
BG	invader	C-abj	C	1	1	3	15.10.2014	b	Vicia grandiflora	0		end	abj
BG	invader	C-abj	C	1	1	3	15.10.2014	j	Lupinus polyphyllus	0		end	abj
BG	invader	C-abj	C	1	1	3	20.06.2015	a	Lotus corniculatus	2,9		res	abj
BG	invader	C-abj	C	1	1	3	20.06.2015	b	Vicia grandiflora	0		res	abj
BG	invader	C-abj	C	1	1	3	20.06.2015	j	Lupinus polyphyllus	6,9		res	abj
BG	species	C-b	C	1	1	1	05.06.2014	b	Vicia grandiflora	7,7		pre	
BG	species	C-b	C	1	1	1	16.09.2014	b	Vicia grandiflora	0,0001	0	post	
BG	species	C-b	C	1	1	1	15.10.2014	b	Vicia grandiflora	0		end	
BG	species	C-b	C	1	1	1	20.06.2015	b	Vicia grandiflora	4,3		res	
BG	species	C-c	C	1	1	1	05.06.2014	c	Medicago lupulina	1,9		pre	
BG	species	C-c	C	1	1	1	16.09.2014	c	Medicago lupulina	6	13	post	
BG	species	C-c	C	1	1	1	15.10.2014	c	Medicago lupulina	0		end	
BG	species	C-c	C	1	1	1	20.06.2015	c	Medicago lupulina	3,1		res	
BG	species	C-d	C	1	1	1	05.06.2014	d	Trifolium pratense	5,4		pre	
BG	species	C-d	C	1	1	1	16.09.2014	d	Trifolium pratense	25,1	18	post	
BG	species	C-d	C	1	1	1	15.10.2014	d	Trifolium pratense	0		end	
BG	species	C-d	C	1	1	1	20.06.2015	d	Trifolium pratense	18,2		res	
BG	invader	C-iI	C	1	0	1	05.06.2014	i	Senecio inaequidens			pre	
BG	invader	C-iI	C	1	0	1	15.10.2014	i	Senecio inaequidens	0		end	
BG	invader	C-iI	C	1	0	1	20.06.2015	i	Senecio inaequidens			res	
BG	invader	C-iI	C	1	0	1	16.09.2014	i	Senecio inaequidens	123,9	18	post	
BG	invader	C-iII	C	1	0	1	05.06.2014	i	Senecio inaequidens			pre	
BG	invader	C-iII	C	1	0	1	15.10.2014	i	Senecio inaequidens	0		end	
BG	invader	C-iII	C	1	0	1	20.06.2015	i	Senecio inaequidens			res	
BG	invader	C-iII	C	1	0	1	16.09.2014	i	Senecio inaequidens	165,8	18	post	
BG	invader	C-iIII	C	4	0	1	05.06.2014	i	Senecio inaequidens	0,01		pre	
BG	invader	C-iIII	C	4	0	1	15.10.2014	i	Senecio inaequidens	0		end	
BG	invader	C-iIII	C	4	0	1	23.06.2015	i	Senecio inaequidens	12,2		res	
BG	invader	C-iIII	C	4	0	1	16.09.2014	i	Senecio inaequidens	42,2	16	post	
BG	invader	C-jI	C	1	1	1	05.06.2014	j	Lupinus polyphyllus	9,5		pre	
BG	invader	C-jI	C	1	1	1	15.10.2014	j	Lupinus polyphyllus	0		end	
BG	invader	C-jI	C	1	1	1	20.06.2015	j	Lupinus polyphyllus	10,5		res	
BG	invader	C-jI	C	1	1	1	16.09.2014	j	Lupinus polyphyllus	8,5	8	post	
BG	invader	C-jII	C	4	1	1	05.06.2014	j	Lupinus polyphyllus			pre	
BG	invader	C-jII	C	4	1	1	15.10.2014	j	Lupinus polyphyllus			end	
BG	invader	C-jII	C	4	1	1	23.06.2015	j	Lupinus polyphyllus			res	
BG	invader	C-jII	C	4	1	1	16.09.2014	j	Lupinus polyphyllus	32,8	14	post	
BG	invader	C-jIII	C	4	1	1	05.06.2014	j	Lupinus polyphyllus			pre	
BG	invader	C-jIII	C	4	1	1	15.10.2014	j	Lupinus polyphyllus			end	
BG	invader	C-jIII	C	4	1	1	23.06.2015	j	Lupinus polyphyllus			res	
BG	invader	C-jIII	C	4	1	1	16.09.2014	j	Lupinus polyphyllus	29,8	18	post	
BG	within	C-K	C	4	0	1	05.06.2014	K	CH Dactylis	0		pre	
BG	within	C-K	C	4	0	1	16.09.2014	K	CH Dactylis	17,2	13	post	
BG	within	C-K	C	4	0	1	15.10.2014	K	CH Dactylis	0		end	
BG	within	C-K	C	4	0	1	23.06.2015	K	CH Dactylis	15,9		res	
BG	within	C-KLMQRT	C	4	0	6	05.06.2014	K	CH Dactylis	0		pre	
BG	within	C-KLMQRT	C	4	0	6	05.06.2014	L	IT Dactylis	0		pre	
BG	within	C-KLMQRT	C	4	0	6	05.06.2014	M	DE Dactylis	0		pre	
BG	within	C-KLMQRT	C	4	0	6	05.06.2014	Q	FR Dactylis	0		pre	
BG	within	C-KLMQRT	C	4	0	6	05.06.2014	R	UA Dactylis	0		pre	
BG	within	C-KLMQRT	C	4	0	6	05.06.2014	T	ES Dactylis	0		pre	
BG	within	C-KLMQRT	C	4	0	6	16.09.2014	K	CH Dactylis	2,5	3	post	
BG	within	C-KLMQRT	C	4	0	6	16.09.2014	L	IT Dactylis	5,3	3	post	
BG	within	C-KLMQRT	C	4	0	6	16.09.2014	M	DE Dactylis	2	2	post	
BG	within	C-KLMQRT	C	4	0	6	16.09.2014	Q	FR Dactylis	4,8	3	post	
BG	within	C-KLMQRT	C	4	0	6	16.09.2014	R	UA Dactylis	6,6	3	post	
BG	within	C-KLMQRT	C	4	0	6	16.09.2014	T	ES Dactylis	3	3	post	
BG	within	C-KLMQRT	C	4	0	6	15.10.2014	K	CH Dactylis	0		end	
BG	within	C-KLMQRT	C	4	0	6	15.10.2014	L	IT Dactylis	0		end	
BG	within	C-KLMQRT	C	4	0	6	15.10.2014	M	DE Dactylis	0		end	
BG	within	C-KLMQRT	C	4	0	6	15.10.2014	Q	FR Dactylis	0		end	
BG	within	C-KLMQRT	C	4	0	6	15.10.2014	R	UA Dactylis	0		end	
BG	within	C-KLMQRT	C	4	0	6	15.10.2014	T	ES Dactylis	0		end	
BG	within	C-KLMQRT	C	4	0	6	23.06.2015	K	CH Dactylis	0,7		res	
BG	within	C-KLMQRT	C	4	0	6	23.06.2015	L	IT Dactylis	0,6		res	
BG	within	C-KLMQRT	C	4	0	6	23.06.2015	M	DE Dactylis	0,8		res	
BG	within	C-KLMQRT	C	4	0	6	23.06.2015	Q	FR Dactylis	1		res	
BG	within	C-KLMQRT	C	4	0	6	23.06.2015	R	UA Dactylis	1,7		res	
BG	within	C-KLMQRT	C	4	0	6	23.06.2015	T	ES Dactylis	1,8		res	
BG	within	C-KLOPRS	C	4	0	6	05.06.2014	K	CH Dactylis	0		pre	
BG	within	C-KLOPRS	C	4	0	6	05.06.2014	L	IT Dactylis	0		pre	
BG	within	C-KLOPRS	C	4	0	6	05.06.2014	O	BE Dactylis	0		pre	
BG	within	C-KLOPRS	C	4	0	6	05.06.2014	P	AT Dactylis	0		pre	
BG	within	C-KLOPRS	C	4	0	6	05.06.2014	R	UA Dactylis	0		pre	
BG	within	C-KLOPRS	C	4	0	6	05.06.2014	S	TR Dactylis	0		pre	
BG	within	C-KLOPRS	C	4	0	6	16.09.2014	K	CH Dactylis	5,5	3	post	
BG	within	C-KLOPRS	C	4	0	6	16.09.2014	L	IT Dactylis	6,2	3	post	
BG	within	C-KLOPRS	C	4	0	6	16.09.2014	O	BE Dactylis	4,5	3	post	
BG	within	C-KLOPRS	C	4	0	6	16.09.2014	P	AT Dactylis	6,8	3	post	
BG	within	C-KLOPRS	C	4	0	6	16.09.2014	R	UA Dactylis	1,7	3	post	
BG	within	C-KLOPRS	C	4	0	6	16.09.2014	S	TR Dactylis	0,6	3	post	
BG	within	C-KLOPRS	C	4	0	6	15.10.2014	K	CH Dactylis	0		end	
BG	within	C-KLOPRS	C	4	0	6	15.10.2014	L	IT Dactylis	0		end	
BG	within	C-KLOPRS	C	4	0	6	15.10.2014	O	BE Dactylis	0		end	
BG	within	C-KLOPRS	C	4	0	6	15.10.2014	P	AT Dactylis	0		end	
BG	within	C-KLOPRS	C	4	0	6	15.10.2014	R	UA Dactylis	0		end	
BG	within	C-KLOPRS	C	4	0	6	15.10.2014	S	TR Dactylis	0		end	
BG	within	C-KLOPRS	C	4	0	6	23.06.2015	K	CH Dactylis	1,8		res	
BG	within	C-KLOPRS	C	4	0	6	23.06.2015	L	IT Dactylis	6,5		res	
BG	within	C-KLOPRS	C	4	0	6	23.06.2015	O	BE Dactylis	10		res	
BG	within	C-KLOPRS	C	4	0	6	23.06.2015	P	AT Dactylis	5,4		res	
BG	within	C-KLOPRS	C	4	0	6	23.06.2015	R	UA Dactylis	2,5		res	
BG	within	C-KLOPRS	C	4	0	6	23.06.2015	S	TR Dactylis	5,2		res	
BG	within	C-KMO	C	4	0	3	05.06.2014	K	CH Dactylis	0		pre	KMO
BG	within	C-KMO	C	4	0	3	05.06.2014	M	DE Dactylis	0		pre	KMO
BG	within	C-KMO	C	4	0	3	05.06.2014	O	BE Dactylis	0		pre	KMO
BG	within	C-KMO	C	4	0	3	16.09.2014	K	CH Dactylis	6,1	6	post	KMO
BG	within	C-KMO	C	4	0	3	16.09.2014	M	DE Dactylis	8,3	6	post	KMO
BG	within	C-KMO	C	4	0	3	16.09.2014	O	BE Dactylis	4,2	6	post	KMO
BG	within	C-KMO	C	4	0	3	15.10.2014	K	CH Dactylis	0		end	KMO
BG	within	C-KMO	C	4	0	3	15.10.2014	M	DE Dactylis	0		end	KMO
BG	within	C-KMO	C	4	0	3	15.10.2014	O	BE Dactylis	0		end	KMO
BG	within	C-KMO	C	4	0	3	23.06.2015	K	CH Dactylis	4,5		res	KMO
BG	within	C-KMO	C	4	0	3	23.06.2015	M	DE Dactylis	6,3		res	KMO
BG	within	C-KMO	C	4	0	3	23.06.2015	O	BE Dactylis	6,6		res	KMO
BG	within	C-KNPQTV	C	4	0	6	05.06.2014	K	CH Dactylis	0		pre	
